artist,hrsplayed,ranking,hrsplayedround
Novum Cordis,0.040364722,1,0.04
The Lemon Twigs,0.040299444,1,0.04
Lord Gasp,0.040166667,1,0.04
Single Mothers,0.040098889,1,0.04
Michael Kiwanuka,0.040055556,1,0.04
Bowling For Soup,0.040021944,1,0.04
Roman Melass,0.039968333,1,0.04
Pretty Girls Make Graves,0.039850833,1,0.04
Bug Mane,0.039823889,1,0.04
rum.gold,0.039764167,1,0.04
The Clientele,0.039733889,1,0.04
Mindflayer,0.039707222,1,0.04
Sooky,0.039698333,1,0.04
Emalia,0.039662222,1,0.04
Ria Blackburn,0.039652778,1,0.04
DJ Konnichiwa,0.039466944,1,0.04
Briston Maroney,0.039356389,1,0.04
Bernache,0.039286667,1,0.04
Tony Casanova,0.039253333,1,0.04
atm,0.039215556,1,0.04
Donald Kutcher,0.039166667,1,0.04
Makala,0.038888889,1,0.04
Mndsgn,0.038874722,1,0.04
Taylor Swift,0.038626111,2,0.04
Burgos,0.038615,1,0.04
Hayden Cargile,0.038541667,1,0.04
Males,0.038496111,1,0.04
µ-Ziq,0.038398889,1,0.04
JOBS,0.038394444,1,0.04
Felix Lush,0.038325556,1,0.04
Dexter Mills,0.038324444,1,0.04
Horse Lords,0.038316944,1,0.04
The Modern Lovers,0.038211667,1,0.04
Alice Longyu Gao,0.038173889,1,0.04
Jim-E Stack,0.038081111,1,0.04
Toytown,0.038015556,1,0.04
Kemba,0.037922222,1,0.04
Stems,0.037815556,1,0.04
Ruth,0.037792222,1,0.04
Miserable,0.037771111,1,0.04
austenyo,0.037731667,1,0.04
Weedeater,0.037425833,1,0.04
Fred again..,0.0373575,1,0.04
Mia Gutierrez,0.037308611,1,0.04
Trash Talk,0.037290556,1,0.04
Mauro Cangemi,0.037282222,1,0.04
Archers Of Loaf,0.037266944,3,0.04
Myles Mackay,0.037013889,1,0.04
Katie Dey,0.036933333,1,0.04
Ivalu Karlsen,0.036875,1,0.04
Lord Simmy,0.036748056,1,0.04
ssgkobe,0.03672,1,0.04
Sean Oban,0.036666667,1,0.04
645AR,0.036569444,1,0.04
Zaia,0.036429444,1,0.04
Makthaverskan,0.036329444,1,0.04
Best Coast,0.036230278,1,0.04
The Smoking Trees,0.03621,1,0.04
Jonas Gewald,0.036189444,1,0.04
Amadeo Rossi,0.036154444,1,0.04
Ana Roxanne,0.036139167,1,0.04
54 Nude Honeys,0.036081389,1,0.04
Uranium Club,0.036051944,1,0.04
TWENTYTHREE,0.035943611,1,0.04
Dominic Fike,0.035923889,1,0.04
Nyck Caution,0.035918333,1,0.04
Mustard Service,0.035841389,1,0.04
Blood Red Shoes,0.035756944,1,0.04
Great Dane,0.035753333,1,0.04
Viana,0.035584167,1,0.04
Lô Borges,0.035555556,1,0.04
Jawsh 685,0.035368611,1,0.04
G.L.O.S.S.,0.035306944,1,0.04
The Simps,0.035277778,1,0.04
Tom Stannard,0.035256389,1,0.04
Lucy,0.035209444,1,0.04
Whitewoods ,0.035208333,1,0.04
Ghost Culture,0.035113611,1,0.04
Jackal Onasis,0.035075,1,0.04
10K Ray,0.034880556,1,0.03
Hüsker Dü,0.034728056,5,0.03
Elvis Depressedly,0.034697222,3,0.03
Jef Martens,0.034548611,1,0.03
Norman Dück,0.034509722,1,0.03
Minor Threat,0.034411111,3,0.03
Balance And Composure,0.034188611,1,0.03
Frano Stani?,0.034106944,1,0.03
Seekae,0.0339925,1,0.03
Hugo Reilly,0.033958333,1,0.03
Letoa,0.033904167,1,0.03
Widowspeak,0.033876667,1,0.03
Votaries,0.033875,1,0.03
On Pink,0.033861944,1,0.03
Kills Birds,0.033791389,1,0.03
Ever So Blue,0.033728611,1,0.03
min.a,0.033636389,1,0.03
Wynne,0.033617222,1,0.03
Eric Cadogan,0.033611111,1,0.03
Montero,0.033591111,1,0.03
Crack Cloud,0.033481667,1,0.03
Yellowcard,0.033339722,3,0.03
Angelica Garcia,0.033315278,1,0.03
Fouad Elalamy,0.033303889,1,0.03
Depeche Mode,0.033275278,6,0.03
The Monkees,0.033272778,1,0.03
Tuga Topi?,0.033246389,1,0.03
Ritualz,0.033061389,1,0.03
Arelius,0.033055556,1,0.03
Comethazine,0.0329275,1,0.03
Martha Kestner,0.032916667,1,0.03
The Burials,0.032804167,1,0.03
OHGEESY,0.0327075,1,0.03
Kevin Aviance,0.032625,1,0.03
Jack Harlow,0.032396389,1,0.03
grandson,0.032275556,1,0.03
Gang Gang Dance,0.032199167,1,0.03
Toys That Kill,0.032162778,1,0.03
The White Stripes,0.032143889,3,0.03
GUM,0.032099444,1,0.03
Peso Peso,0.0320125,1,0.03
My Morning Jacket,0.031946389,1,0.03
dandelion hands,0.031798889,1,0.03
D.A.N.,0.031792778,1,0.03
Saccharine Trust,0.031759722,1,0.03
Spurv,0.031727222,1,0.03
Evilmane,0.0316575,1,0.03
Honeyblood,0.031520556,1,0.03
Spookey Ruben,0.031495833,1,0.03
trayer tryon,0.031464722,1,0.03
Faux Real,0.031456111,1,0.03
Nipsey Hussle,0.031454444,3,0.03
Wooden Shjips,0.031373889,1,0.03
The Blasting Company,0.031229444,1,0.03
Sun City Girls,0.031110278,1,0.03
SBTRKT,0.031064167,1,0.03
Young A6,0.030923889,1,0.03
Big Bite,0.030863056,1,0.03
Boys Age,0.030856389,1,0.03
SEATBELTS,0.030695278,1,0.03
Too Free,0.030684167,1,0.03
Nürnberg,0.030642778,1,0.03
Fioretta Rizzo,0.030565278,1,0.03
Green Day,0.03034,3,0.03
Ed Schrader's Music Beat,0.030244167,1,0.03
Nas,0.030098333,4,0.03
Penelope Isles,0.0300875,1,0.03
sundiver ca,0.030053056,1,0.03
pyrro!,0.029967222,1,0.03
The Knife,0.029953611,1,0.03
Tigran Hamasyan,0.029779722,1,0.03
Gina X Performance,0.029547222,1,0.03
Minimal Man,0.029501111,1,0.03
Billy Changer,0.029402222,1,0.03
Mutators,0.029391944,1,0.03
Kim Gordon,0.029254444,4,0.03
Matt Berninger,0.029055278,1,0.03
Da Menace,0.029035,1,0.03
Christopher Hari,0.028994444,1,0.03
Sextile,0.028935,1,0.03
Rodan,0.028813889,3,0.03
Landspeed,0.028627778,1,0.03
Spacemen 3,0.028527222,1,0.03
You Love Her Coz She's Dead,0.028508889,1,0.03
Pen Pals,0.028507222,1,0.03
Jesse Draxler,0.028424722,1,0.03
Morning Hands,0.028424722,1,0.03
Sun Ra,0.028318056,1,0.03
Carrying Ghosts,0.028308889,1,0.03
Randy Oppenheim,0.028291389,1,0.03
Tamia,0.028273611,1,0.03
Shakz,0.028269444,1,0.03
Fumaça Preta,0.028264444,1,0.03
King Missile,0.028198889,1,0.03
Wicca Phase Springs Eternal,0.028146667,1,0.03
White Lung,0.028029444,1,0.03
Chester Watson,0.028008056,1,0.03
Digga D,0.027988611,1,0.03
Orlando Gloom,0.027922778,1,0.03
MAVI,0.027917778,1,0.03
emamouse,0.027644444,1,0.03
The Alchemist,0.0274825,1,0.03
nocloud,0.027350278,1,0.03
Mariah Carey,0.027289444,1,0.03
eery,0.026997778,1,0.03
Lily Chou-Chou,0.026985,1,0.03
meat computer,0.026791667,1,0.03
The Coathangers,0.026714722,1,0.03
MoNa a.k.a Sad Girl,0.02669,1,0.03
reggie,0.026666667,1,0.03
MINMI,0.026641944,1,0.03
Mukimukimanmansu,0.0265925,1,0.03
The Babies,0.026527778,1,0.03
The Human League,0.026496389,1,0.03
Wolfmother,0.026446111,3,0.03
Beulah,0.026411667,1,0.03
Wilma Vritra,0.026405833,1,0.03
Gee Tee,0.026368889,1,0.03
Snowy Red,0.026127222,1,0.03
Sus,0.026122222,1,0.03
Delroy Edwards,0.026110833,1,0.03
Parcels,0.026028889,1,0.03
Khine Htoo,0.025984444,1,0.03
Uboa,0.025956944,1,0.03
Carla Morrison,0.025941667,1,0.03
Fleshwater,0.025871944,1,0.03
Jens Lekman,0.025786111,1,0.03
Japandroids,0.025635833,1,0.03
Arcadia Grey,0.02561,1,0.03
Atoms For Peace,0.025456667,5,0.03
Millencolin,0.025328889,1,0.03
Erica Banks,0.025271667,1,0.03
Yeek,0.025268333,1,0.03
Jon Benjamin - Jazz Daredevil,0.025249444,1,0.03
Carnage,0.025232222,1,0.03
San Charbel,0.025222778,1,0.03
nascar aloe,0.025165,1,0.03
Drive45,0.025070833,1,0.03
Unrecovery,0.024915556,1,0.02
7xvn,0.024903611,1,0.02
Crowded House,0.024805833,1,0.02
ACTORS,0.024795556,1,0.02
Whethan,0.024442222,1,0.02
Jasper Lotti,0.024400278,1,0.02
Eating Out,0.024391111,1,0.02
Krisma,0.024335278,1,0.02
Taylor Driskell,0.024253333,1,0.02
Sylvan Esso,0.02416,1,0.02
Viper,0.024002222,1,0.02
Peel Dream Magazine,0.023838889,1,0.02
Healing Potpourri,0.023810278,1,0.02
The Armed,0.023768056,1,0.02
Mason Lindroth,0.023613333,1,0.02
Vndervvhelmer,0.023600278,1,0.02
R. Stevie Moore,0.023596944,1,0.02
Vs Colour,0.023471667,1,0.02
D33J,0.023419722,1,0.02
Nilüfer Yanya,0.023351111,1,0.02
Apparat,0.023272222,1,0.02
Melanie Faye,0.023135833,1,0.02
Taeko Onuki,0.023109167,1,0.02
All Them Witches,0.023041389,1,0.02
438 Tok,0.022968889,1,0.02
Alain Johannes,0.022954722,1,0.02
Foxing,0.02287,1,0.02
-M-,0.022786111,1,0.02
Senses Fail,0.022763333,4,0.02
Denise Santoz,0.022619444,1,0.02
Jasiah,0.022594167,1,0.02
Travis Bretzer,0.022592778,1,0.02
Harmless,0.022538889,1,0.02
AL-90,0.0224975,1,0.02
Daisy Chainsaw,0.022488889,1,0.02
Ty Seagull,0.022465,5,0.02
Glockabelle,0.02243,1,0.02
La Luz,0.022312222,1,0.02
Ólafur Arnalds,0.022107222,1,0.02
ANMLPLNET,0.022025833,1,0.02
Standing On The Corner,0.022004722,1,0.02
D-Real [?],0.021991111,1,0.02
William Doyle,0.021962778,1,0.02
Yokosawa Shunichiro,0.021909167,1,0.02
Barbagallo,0.021807222,1,0.02
Sisters of Mercy,0.02173,1,0.02
Scott Lavene,0.021523333,1,0.02
Anetha,0.021484167,1,0.02
Joywave,0.021083056,3,0.02
Kaiser Chiefs,0.020817778,3,0.02
3TEETH,0.020801111,1,0.02
Luna,0.020766111,1,0.02
Boothe,0.020751389,1,0.02
C.C.T.V.,0.020704444,1,0.02
Davis the Dorchester Bully,0.020661389,1,0.02
Mr.Tree,0.020601111,1,0.02
Vinyl Williams,0.020536667,1,0.02
Staccato Du Mal,0.020459167,1,0.02
White Magic,0.020323889,1,0.02
Bickle,0.020310556,1,0.02
Trampolene,0.020246389,1,0.02
Tubeway Army,0.020201111,1,0.02
Rush Garcia,0.020098056,1,0.02
Grapetooth,0.020066944,1,0.02
Herrick & Hooley,0.02,1,0.02
Kriss Toph,0.0199175,1,0.02
Gezebelle Gaburgably,0.019885278,1,0.02
Tera Melos,0.019828889,1,0.02
Speedy Ortiz,0.019813611,5,0.02
Jam 'n' Slate,0.019743333,1,0.02
Death Of Lovers,0.019711111,1,0.02
Cobra Killer,0.019646389,1,0.02
Spooky Mansion,0.019614167,1,0.02
Caetano Veloso,0.0195875,1,0.02
Christian Death,0.019556944,1,0.02
SHADI,0.019543056,1,0.02
Nick Cave & The Bad Seeds,0.0195025,4,0.02
Grizfolk,0.019418889,1,0.02
Chloe Frances,0.019375278,1,0.02
Quiet Banana,0.019253889,1,0.02
Akira Yamaoka,0.019093056,1,0.02
Octavian,0.019056944,1,0.02
Band of Horses,0.019033889,1,0.02
Bosphore,0.018988889,1,0.02
S.AL,0.018958333,1,0.02
Ramones,0.0189075,4,0.02
Hook,0.018904722,1,0.02
Marc Rebillet,0.018806389,4,0.02
DANGERDOOM,0.018788611,1,0.02
David Byrne,0.018640833,4,0.02
Archy Marshall,0.0186,5,0.02
DJ Warlord,0.018551667,1,0.02
Jordon Alexander,0.018508333,1,0.02
Bladee & 16yrold,0.018200833,1,0.02
Lawrence Rothman,0.018001667,1,0.02
Sleepy Hallow,0.017911389,1,0.02
La Roux,0.017873611,1,0.02
Craw,0.017868333,3,0.02
Sean Nicholas Savage,0.017859722,1,0.02
Parasol,0.017832222,3,0.02
The Prodigy,0.017808056,5,0.02
Gwen Stefani,0.017801944,3,0.02
Cottonwood Firing Squad,0.017791389,1,0.02
Aperture Science Psychoacoustic Laboratories,0.017769167,1,0.02
Oathbreaker,0.017623056,1,0.02
American Pleasure Club,0.017548333,1,0.02
Bruno Mars,0.017516667,3,0.02
The Comet Is Coming,0.017495278,1,0.02
Skeeter Davis,0.017485833,1,0.02
Death Lens,0.017485278,1,0.02
Musique Chienne,0.017259722,1,0.02
Tunnelvision,0.0171375,1,0.02
Snake River Conspiracy,0.017098889,1,0.02
Whitearmor,0.017034167,1,0.02
Slime Dollaz,0.016931111,1,0.02
ize,0.016835278,1,0.02
Isaiah Rashad,0.016660278,1,0.02
Donzii,0.016640833,1,0.02
Scary Goldings,0.016640833,1,0.02
Patrick Sweany,0.016588333,1,0.02
Autechre,0.0165375,1,0.02
Emancipator,0.016338056,1,0.02
Birdman,0.016284167,1,0.02
ABBA,0.016266111,6,0.02
Rlive,0.016241667,1,0.02
Insane Goblin,0.016220556,1,0.02
Duke,0.016208611,1,0.02
Current 93,0.016132222,1,0.02
Gio Genesis,0.016118333,1,0.02
Joanna Sternberg,0.016115556,1,0.02
Knxwledge,0.016010833,1,0.02
Kyo Itachi,0.015705556,1,0.02
Billy Uomo,0.015679167,1,0.02
Cat Power,0.015623611,1,0.02
Greet Death,0.01554,1,0.02
Ogbert the Nerd,0.015491944,1,0.02
LustSickPuppy,0.015476667,1,0.02
Vida,0.015298889,1,0.02
NLE Choppa,0.015253889,3,0.02
Spongebob Squarepants,0.015250556,1,0.02
Rico Nasty,0.015223611,3,0.02
Matty,0.015216667,1,0.02
NoCap,0.015065,1,0.02
Catherine Jauniaux,0.015054444,1,0.02
Speedy J,0.015041111,1,0.02
DeVotchKa,0.014933333,1,0.01
Tommy Cash,0.014917222,1,0.01
Eden Ahbez,0.014917222,1,0.01
League of Legends,0.014742778,1,0.01
Metro Station,0.014737778,1,0.01
Electric Youth,0.014731389,1,0.01
eevee,0.014583056,1,0.01
Janelle Monáe,0.01448,3,0.01
Famous Dex,0.014454167,1,0.01
Myd,0.014366389,1,0.01
Lil Gnar,0.014361111,1,0.01
Fivio Foreign,0.014355556,1,0.01
Serena Isioma,0.014318889,1,0.01
Sébastien Tellier,0.014311389,1,0.01
Yasuaki Shimizu,0.0141,1,0.01
Wifisfuneral,0.01402,3,0.01
Liz Phair,0.013693056,1,0.01
Agfgdhks,0.013680278,1,0.01
Official TS,0.013557778,1,0.01
LIL PEPTOMAN,0.013544167,1,0.01
Cartier God,0.013474722,1,0.01
Vulfpeck,0.013456944,1,0.01
Man Made Hill,0.013441111,1,0.01
4B,0.013356944,1,0.01
Moss Icon,0.01327,1,0.01
Low,0.013226111,1,0.01
Deradoorian,0.013217778,1,0.01
Eddy Baker,0.013171667,1,0.01
What Moon Things,0.013144444,1,0.01
John Cale,0.013106111,1,0.01
Moderne,0.012976944,1,0.01
Sheck Wes,0.0129575,3,0.01
Sporting Life,0.012892778,1,0.01
Bleib Modern,0.012886944,1,0.01
KAZU,0.012878056,1,0.01
Polyphia,0.012777222,1,0.01
Shelley FKA DRAM,0.012712778,1,0.01
Margot & The Nuclear So And So's,0.012580556,1,0.01
Six Finger Satellite,0.012498611,1,0.01
Matoma,0.012454167,1,0.01
Tony Seltzer,0.012414167,1,0.01
Oddly Shrugs,0.012322222,1,0.01
Taylor McFerrin,0.012306111,1,0.01
Spillage Village,0.012129167,1,0.01
The Blackout,0.012111389,1,0.01
The Legendary Stardust Cowboy,0.012080556,1,0.01
Drab City,0.012070833,1,0.01
Foxygen,0.011891111,3,0.01
Twin Peaks,0.011818889,1,0.01
Prince,0.011783333,1,0.01
Naeem,0.011758056,1,0.01
Yellow Days,0.011747778,1,0.01
Versus,0.011747778,1,0.01
Nina Hagen,0.011722222,1,0.01
Tortoise,0.011676389,1,0.01
Sex Bob-Omb,0.011603333,3,0.01
Spazzkid,0.0115775,1,0.01
XO_willow?,0.011558333,1,0.01
Thurston Moore,0.011517778,3,0.01
Regret Will Come,0.011495833,1,0.01
Trent Reznor and Atticus Ross,0.011435556,4,0.01
Aguaturbia,0.011391667,1,0.01
The Blunt Force Trauma,0.011363333,1,0.01
The Raincoats,0.011338889,1,0.01
Medslaus,0.011304444,1,0.01
Alice Deejay,0.011264722,3,0.01
Institute,0.011245278,1,0.01
Mustafa,0.011190556,1,0.01
Maximo Park,0.011158056,1,0.01
Jabee,0.010936111,1,0.01
Doddodo,0.010786944,1,0.01
Horsebeach,0.010716667,1,0.01
Severed Heads,0.010706944,1,0.01
The Music Tapes Present: Songs of the Orbiting Human Circus,0.010671389,1,0.01
Slater,0.010671389,1,0.01
? ??? ?? ??? ? ???,0.010661667,1,0.01
Der Zyklus,0.010556111,1,0.01
Jadu Jadu,0.010461389,1,0.01
Kllo,0.010442222,1,0.01
Jasper Byrne,0.010430556,1,0.01
Creedence Clearwater Revival,0.010335833,6,0.01
Mommy Long Legs,0.010274722,1,0.01
Coconuts,0.010248889,1,0.01
SpotemGottem,0.010241389,1,0.01
Belly Belt,0.010139167,1,0.01
Islands,0.010113333,1,0.01
C Al Cuadrado,0.009938333,1,0.01
No Jumper,0.009905556,1,0.01
Nathan Winkles,0.009867222,1,0.01
The Mothers Of Invention,0.009810278,1,0.01
Starchild & The New Romantic,0.009783611,1,0.01
Tora-i,0.009756389,1,0.01
Leiden,0.009726389,1,0.01
texlo,0.009718333,1,0.01
03 Greedo,0.009669722,1,0.01
Killer Mike,0.009661667,3,0.01
Buni,0.009616667,1,0.01
Z.Z. Hill,0.009513611,1,0.01
Trophy Eyes,0.009494444,1,0.01
POORSTACY,0.009455556,1,0.01
KxR,0.009380556,1,0.01
Brainbombs,0.009339444,1,0.01
Pabllo Vittar,0.009268611,1,0.01
New Fumes,0.009160556,1,0.01
Bob Odenkirk,0.009155278,1,0.01
Julia Holter,0.009093056,1,0.01
Black Lips,0.009037778,1,0.01
Toadies,0.009033056,1,0.01
Hoops,0.009026667,1,0.01
CamelPhat,0.009026111,1,0.01
Internet Money,0.008811944,1,0.01
Lanark Artefax,0.008739722,1,0.01
LOSTBOYEVSKY,0.008732778,1,0.01
Nathan Fake,0.008462222,1,0.01
Roddy Ricch,0.008422778,1,0.01
Gruntruck,0.0083075,1,0.01
Mindless Self Indulgence,0.008291389,1,0.01
Duckwrth,0.0081475,1,0.01
Sense,0.008130278,1,0.01
Lael Neale,0.008102222,1,0.01
Aly & AJ,0.008056667,1,0.01
The New Pornographers,0.008011944,1,0.01
Skylar Spence,0.007985833,1,0.01
The Cowmen,0.007936111,1,0.01
Silk Toad,0.007926667,1,0.01
Sjellos,0.007881667,1,0.01
TINY HAWKS,0.007829722,1,0.01
Ben Pearce,0.007817222,1,0.01
Frazey Ford,0.007791667,1,0.01
Hymie's Basement,0.007786389,1,0.01
BUDAYA,0.007744722,1,0.01
Larry and His Flask,0.007715556,1,0.01
James Vincent McMorrow,0.007664444,1,0.01
MAMA,0.007628889,1,0.01
Mass Gothic,0.007556944,1,0.01
Powerman 5000,0.007539444,3,0.01
Blue October,0.007496389,1,0.01
Lucky Daye,0.007474167,1,0.01
Igorrr,0.007430278,1,0.01
Everclear,0.007391389,1,0.01
Spellling,0.007348333,1,0.01
Rinse & Repeat,0.007305833,1,0.01
Dusty Springfield,0.007261111,1,0.01
"Green Eyes, Witch Hands",0.007217222,1,0.01
Mac Miller,0.007137778,4,0.01
Tim and Eric,0.007122778,1,0.01
Killer Dash,0.0070175,1,0.01
Blueface,0.007005556,1,0.01
Kara-Lis Coverdale,0.0069525,1,0.01
Liturgy,0.006938611,1,0.01
Tyvek,0.006901389,1,0.01
Dawn of Midi,0.006897222,1,0.01
Brazilian Girls,0.006880556,1,0.01
Levox,0.006844722,1,0.01
Ugly Casanova,0.006844167,1,0.01
The Cramps,0.006836667,1,0.01
Dreamcrusher,0.006794444,1,0.01
TOOL,0.006772222,1,0.01
The National,0.006758889,1,0.01
Jakob,0.006758889,1,0.01
Tsegue-Maryam Guebrou,0.006699444,1,0.01
Brothertiger,0.006656111,1,0.01
Duke & Jones,0.006631667,1,0.01
Migos,0.006623889,1,0.01
Secrets,0.0066175,1,0.01
The Equatics,0.006571111,1,0.01
Al Green,0.006538889,1,0.01
Chicano Batman,0.006515,1,0.01
Lambchop,0.006511111,1,0.01
The Pack a.d.,0.006473611,1,0.01
VINÍ,0.006456389,1,0.01
Envante,0.006446667,1,0.01
The Shins,0.006396389,1,0.01
RichaadEB,0.006391667,1,0.01
Marie Davidson,0.006162778,1,0.01
beige monk,0.006115,1,0.01
Dave,0.006108056,1,0.01
Twenty One Pilots,0.006103611,3,0.01
Mega Drive,0.006091667,1,0.01
Menomena,0.006075278,1,0.01
Glitterer,0.006048333,1,0.01
SASSY 009,0.006046111,1,0.01
Röyksopp,0.006016944,1,0.01
Digdat flame,0.005994722,1,0.01
The Ain't Rights,0.005927222,1,0.01
Shy Glizzy,0.005918889,1,0.01
Visceralty,0.005908056,1,0.01
Flasher,0.005892222,1,0.01
Alicia Keys,0.005833889,3,0.01
Lone,0.005788056,1,0.01
Steezy Kalliseni,0.005724167,1,0.01
Trapt,0.005682222,1,0.01
Tune-Yards,0.005617778,1,0.01
Project Pat,0.005494444,4,0.01
Julien Chang,0.005482222,1,0.01
Imagine Drowning,0.005379167,1,0.01
Townes Van Zandt,0.005329167,1,0.01
Primal Scream,0.005321111,1,0.01
JJ Sterry,0.005314722,1,0.01
Brooke Candy,0.005251944,1,0.01
Method Man,0.005229722,1,0.01
An Autumn for Crippled Children,0.005172778,1,0.01
Caustic Resin,0.005083333,1,0.01
Naeleck,0.005081944,1,0.01
NPR News Now,0.005064722,1,0.01
College,0.005024444,1,0.01
Beverly Tender,0.005012778,1,0.01
The Evens,0.004955278,1,0
Mitch Murder,0.004927222,1,0
FaltyDL,0.004914722,1,0
Kamilita,0.004895278,1,0
RuPaul,0.004837222,1,0
Samiyam,0.0047725,1,0
Lazerhawk,0.004771944,1,0
Rodes Rollins,0.0047525,1,0
Tommy Genesis,0.004711944,1,0
Dashboard Confessional,0.004669167,1,0
Ava Max,0.004656667,1,0
Comrade Speedy,0.004650278,1,0
Witchouse 40k,0.004631111,1,0
DIVINE,0.004598611,1,0
Sun Organ,0.004579167,1,0
The Vaccines,0.004578889,1,0
Yung Mal,0.004550833,1,0
Fire-Toolz,0.004548056,1,0
Kirin J Callinan,0.004493333,1,0
Ming Flute Ensemble,0.004483333,1,0
William Brittelle,0.004476111,1,0
Lianne La Havas,0.004472778,1,0
Jets To Brazil,0.004460833,1,0
DJ Sabrina The Teenage DJ,0.004431944,1,0
Geek Music,0.0044,1,0
N0V3L,0.004321667,1,0
Legs On Earth,0.004306667,1,0
Space Heater,0.004278333,1,0
Dax,0.004275,1,0
Wolfgang Amadeus Mozart,0.004274722,1,0
Between Minds,0.004263333,1,0
Tpl,0.004263333,1,0
Ludacris,0.004254722,1,0
Soft Hair,0.004225,1,0
Duran Duran,0.004223611,3,0
Baby Seals,0.004212778,1,0
Kim Oki,0.004184722,1,0
Fascinator,0.004141944,1,0
Sports Coach,0.004127778,1,0
Red Cafe,0.004122222,1,0
Travis Porter,0.004118333,1,0
Mink Mussel Creek,0.004108333,1,0
Good With Parents,0.004095556,1,0
Street Sects,0.0040925,1,0
MX World,0.004076111,1,0
Greenflow,0.004063333,1,0
Guantanamo Baywatch,0.004056389,1,0
Mt. Joy,0.004043889,1,0
fishpaste,0.0040375,1,0
Asa-Chang & Junray,0.004019444,1,0
Will Paquin,0.004013333,1,0
Electric Light Orchestra,0.004008333,1,0
Mort Garson,0.003966389,1,0
Wholewheat,0.003963889,1,0
Taraf de Haidouks,0.003960278,1,0
MIMIDEATH,0.0039525,1,0
Babyxsosa,0.003947222,1,0
Pottery,0.003935,1,0
Kehlani,0.003934722,1,0
Sex,0.0038825,1,0
Weston Allen,0.003828333,1,0
Don't Stop or We'll Die,0.003813611,1,0
CHXPO,0.003811667,1,0
The Gun Club,0.003811111,1,0
Roy Ayers,0.003805833,1,0
Los Pericos,0.003793056,1,0
MNI Sound,0.003779444,1,0
The Soft Boys,0.003776944,1,0
Magic Sword,0.003772778,1,0
Rane Shounds,0.003762778,1,0
AFI,0.003744444,1,0
Kacy Hill,0.003721389,1,0
Linkin Park,0.003715,3,0
Dag Nasty,0.003715,1,0
Dead Kennedys,0.003675833,3,0
Future Of The Left,0.003654167,1,0
OXES,0.003598889,1,0
Clikatat Ikatowi,0.003586111,1,0
Outer Limits Recordings,0.003555556,1,0
Only Fire,0.003551111,1,0
Correatown,0.003540833,1,0
Randomer,0.003540833,1,0
DreamWeaver,0.003496111,1,0
The Spill Canvas,0.003476389,1,0
Delta 5,0.003467222,1,0
Elbow,0.003442778,1,0
Alexis Marshall,0.003418333,1,0
caleb scarberry,0.003413056,1,0
Barrington Levy,0.003407222,1,0
Negro Galacticus,0.003365833,1,0
Shortyo,0.003360278,1,0
Asbestos Lead Asbestos,0.003340833,1,0
ICECOLDBISHOP,0.003336111,1,0
Tracy Bryant,0.003332778,1,0
Kid Bloom,0.003302222,1,0
Turnover,0.0032825,1,0
Ingrid Michaelson,0.003265,1,0
Hoyas,0.003246944,1,0
Drugdealer,0.003218333,1,0
Blue In Green,0.003161111,1,0
The Style Council,0.003158611,1,0
I Hate Sex,0.0031475,1,0
Kas Product,0.003121667,1,0
Bent,0.003102222,1,0
Young Money,0.003093333,1,0
the Quasi-Stellar Radio Show,0.003082778,1,0
Elastica,0.003077778,1,0
Joey Purp,0.003041944,1,0
Kelsey Lu,0.003018333,1,0
Au Pairs,0.003005556,1,0
GL,0.002986111,1,0
Chess Moves,0.002973333,1,0
Asking Alexandria,0.002960278,1,0
Goat Mumbles,0.002960278,1,0
Substantial,0.002955556,1,0
Chow Mane,0.002953889,1,0
JAWNY,0.002916667,1,0
Cypress Hill,0.002915278,3,0
$inat,0.002894444,1,0
Beast Coast,0.002889444,1,0
Songs: Ohia,0.002832778,1,0
Bloods & Crips,0.002786389,1,0
Birds in Row,0.002779722,1,0
galen tipton,0.002779444,1,0
Buju Banton,0.002779167,1,0
Marching Church,0.002773056,1,0
Rex Orange County,0.002760278,1,0
The Dead Science,0.002748333,1,0
Medio Mutante,0.002741111,1,0
Aries,0.002731667,1,0
The World Is A Beautiful Place & I Am No Longer Afraid To Die,0.002695833,1,0
Jai Wolf,0.002678056,3,0
Harvey Milk,0.002654722,3,0
Dent May,0.002645,1,0
TVAM,0.002630556,1,0
Black Tambourine,0.002541111,1,0
Billy Joel,0.002526667,3,0
Sweet Valley,0.002514444,1,0
Kream,0.0025025,1,0
N8NOFACE,0.002496111,1,0
Soul Glo,0.002496111,1,0
Echo & the Bunnymen,0.002491389,4,0
Cloakroom,0.002476944,1,0
LUCKI,0.002470278,1,0
Deante' Hitchcock,0.002465,1,0
Tijuana Panthers,0.002438889,1,0
Uyama Hiroto,0.002438889,1,0
Kowloon,0.002430833,1,0
Kota the Friend,0.002429167,1,0
Poohula,0.002418611,1,0
Sham 69,0.002418611,1,0
Waka Flocka Flame,0.002405833,1,0
Dave Grohl,0.002392778,3,0
Flyleaf,0.002391667,1,0
French Montana,0.002366944,1,0
Money Max,0.002366944,1,0
2 Chainz,0.002360833,1,0
Sprain,0.002360556,1,0
They Hate Change,0.002358333,1,0
Desert Sessions,0.002351667,1,0
Fog Lake,0.002347222,1,0
The Specials,0.002346667,1,0
The Amps,0.002341111,1,0
Tom Morello,0.002341111,1,0
Okzharp,0.002328333,1,0
347aidan,0.002289722,1,0
